;Date;year;type;country;activity;sex;injury;fatal_boolean;time
1736;05-Oct-2003;;Unprovoked;USA;Wading near a fishing net;;Left thigh abraded, right knee and right index finger injured;N;Afternoon
1737;29-Sep-2003;;Unprovoked;FIJI;Wading to shore from his boat;;FATAL abdomen bitten;Y;Unknown
1738;28-Sep-2003;;Unprovoked;USA;Surfing;;Arm lacerated;N;Morning
1739;21-Sep-2003;;Unprovoked;USA;Surfing;;Left foot bitten;N;Morning
1740;19-Sep-2003;;Unprovoked;USA;Surfing;;Left heel lacerated;N;Afternoon
1741;17-Sep-2003;;Unprovoked;USA;Surfing;;3 puncture wounds on left foot;N;Afternoon
1742;14-Sep-2003;;Unprovoked;USA;Surfing;;Left foot: lacerations on heel and sole;N;Afternoon
1743;14-Sep-2003;;Boat;SOUTH AFRICA;Fishing ;;No injury to occupants, shark bit boat;N;Morning
1744;14-Sep-2003;;Invalid;USA;Swimming;;Puncture wounds on inner thigh;UNKNOWN;Afternoon
1745;13-Sep-2003;;Unprovoked;USA;Body boarding;;Left calf avulsion;N;Evening
1746;13-Sep-2003;;Unprovoked;USA;Standing, stepped on shark;;Ankle lacerated;N;Unknown
1747;12-Sep-2003;;Unprovoked;SOUTH AFRICA;Body boarding;;FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ;Y;Afternoon
1748;Sep-2003;;Unprovoked;USA;Wade-fishing;;2 lacerations on each side of Achilles tendon;N;Unknown
1749;29-Aug-2003;;Provoked;USA;Fishing;;PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ;N;Afternoon
1750;19-Aug-2003;;Unprovoked;USA;Swimming, wearing black wetsuit & swim fins;;FATAL          Hip & upper thigh bitten, femoral artery severed ;Y;Morning
1751;12-Aug-2003;;Invalid;USA;Swimming;;Left ankle lacerated;UNKNOWN;Night
1752;08-Aug-2003;;Unprovoked;SOUTH AFRICA;Sitting on surfboard;;No injury, wetsuit torn & board bitten;N;Morning
1753;Reported 26-Jul-2003;;Unprovoked;AUSTRALIA;Surf skiing;;No injury, flung into water when shark bit rudder of ski;N;Unknown
1754;20-Jul-2003;;Unprovoked;USA;Surfing;;Laceration to little finger of  right hand;N;Afternoon
1755;15-Jul-2003;;Unprovoked;USA;Wading;;Heel & sole of left foot;N;Afternoon
1756;10-Jul-2003;;Unprovoked;BAHAMAS;Spearfishing;;Right thigh bitten;N;Afternoon
1757;05-Jul-2003;;Provoked;USA;Walking, carrying surfboard & stepped on shark;;3 puncture wounds on right lateral ankle PROVOKED INCIDENT;N;Morning
1758;05-Jul-2003;;Unprovoked;USA;Surfing;;Left foot bitten;N;Unknown
1759;04-Jul-2003;;Unprovoked;BAHAMAS;Spearfishing;;Left calf bitten;N;Afternoon
1760;Jul-2003;;Unprovoked;USA;Spearfishing;;Laceration to toe;N;Unknown
1761;Late Jul-2003;;Unprovoked;FRENCH POLYNESIA;Spearfishing;;Leg bitten;N;Unknown
1762;Jul-2003;;Unprovoked;NEW ZEALAND;Snorkeling;;Chest & buttocks  bitten;N;Unknown
1763;30-Jun-2003;;Unprovoked;USA;Surfing;;Right foot & toes lacerated;N;Afternoon
1764;26-Jun-2003;;Unprovoked;USA;Surfing;;Ankle lacerated;N;Unknown
1765;24-Jun-2003;;Unprovoked;BRAZIL;;;FATAL;Y;Unknown
1766;24-Jun-2003;;Unprovoked;USA;Standing;;2 lacerations to the thigh;N;Unknown
1767;24-Jun-2003;;Unprovoked;USA;Swimming with pod of dolphins;;Right foot bitten;N;Morning
1768;22-Jun-2003;;Unprovoked;USA;Swimming;;Left leg bitten;N;Unknown
1769;19-Jun-2003;;Unprovoked;USA;Surfing ;;Hand bitten ;N;Unknown
1770;08-Jun-2003;;Unprovoked;USA;Surfing;;6 puncture wounds to left ankle;N;Morning
1771;Jun-2003;;Invalid;USA;Swimming;;Foot lacerated;UNKNOWN;Unknown
1772;25-May-2003;;Unprovoked;USA;Surfing;;Left foot lacerated;N;Morning
1773;14-May-2003;;Unprovoked;USA;Wading;;Left foot bitten;N;Afternoon
1774;10-May-2003;;Unprovoked;USA;Swimming;;Right calf & heel bitten;N;Morning
1775;07-May-2003;;Provoked;USA;Surfing;;Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT;N;Morning
1776;03-May-2003;;Unprovoked;USA;Walking;;Laceration to right lower leg;N;Afternoon
1777;May-2003;;Unprovoked;PHILIPPINES;;;Arm severed;N;Unknown
1778;26-Apr-2003;;Provoked;BRAZIL;Killing  sharks;;Shallow  lacerations to left  thigh PROVOKED INCIDENT;N;Unknown
1779;25-Apr-2003;;Unprovoked;BRAZIL;Swimming ;;Bitten on finger;N;Evening
1780;23-Apr-2003;;Unprovoked;BRAZIL;Surfing;;Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation;N;Evening
1781;23-Apr-2003;;Unprovoked;BRAZIL;Swimming;;Right hand lacerated;N;Unknown
1782;21-Apr-2003;;Unprovoked;USA;Surfing;;Right leg bitten;N;Afternoon
1783;21-Apr-2003;;Unprovoked;USA;Surfing;;Survived;N;Afternoon
1784;20-Apr-2003;;Unprovoked;USA;Surfing;;Left foot bitten;N;Unknown
1785;20-Apr-2003;;Unprovoked;USA;Surfing;;Small lacerations to foot;N;Morning
1786;20-Apr-2003;;Unprovoked;USA;Surfing;;Left ankle bitten or right foot;N;Afternoon
1787;19-Apr-2003;;Unprovoked;USA;Jumping;;Left foot bitten;N;Afternoon
1788;18-Apr-2003;;Unprovoked;USA;Surfing;;2 lacerations on left thigh;N;Morning
1789;15-Apr-2003;;Unprovoked;USA;Swimming (using a float);;Left calf lacerated;N;Afternoon
1790;11-Apr-2003;;Unprovoked;VENEZUELA;Surfing;;Right foot bitten, left leg severed;N;Unknown
1791;09-Apr-2003;;Unprovoked;USA;Surfing;;Arm lacerated;N;Unknown
1792;04-Apr-2003;;Unprovoked;USA;Surfing;;Left hand and wrist bitten;N;Morning
1793;10-Mar-2003;;Provoked;USA;Petting captive sharks;;Hand nipped PROVOKED INCIDENT;N;Unknown
1794;27-Feb-2003;;Unprovoked;NEW ZEALAND;Scuba diving;;Arm lacerated (shark made 3 strikes);N;Morning
1795;15-Feb-2003;;Unprovoked;AUSTRALIA;Wading;;Ankle lacerated;N;Unknown
1796;15-Feb-2003;;Unprovoked;USA;Swimming;;Left hand bitten;N;Afternoon
1797;11-Feb-2003;;Unprovoked;AUSTRALIA;Swimming;;Puncture wounds on heel, legs and buttocks;N;Unknown
1798;08-Feb-2003;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Unknown
1799;17-Jan-2003;;Invalid;SOUTH AFRICA;Unknown;;Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th;UNKNOWN;Unknown
1800;03-Jan-2003;;Unprovoked;COSTA RICA;Surfing;;Lower right leg lacerated;N;Unknown
1801;02-Jan-2003;;Unprovoked;AUSTRALIA;Surfing;;No injury, but her surfboard was bitten;N;Afternoon
1802;29-Dec-2002;;Unprovoked;AUSTRALIA;Snorkeling;;Left arm lacerated;N;Unknown
1803;24-Dec-2002;;Unprovoked;SOUTH AFRICA;Snorkeling;;Forearms lacerated;N;Unknown
1804;21-Dec-2002;;Unprovoked;AUSTRALIA;Scuba diving;;Groin bitten;N;Unknown
1805;20-Dec-2002;;Invalid;AUSTRALIA;Swimming;;Foot lacerated;UNKNOWN;Unknown
1806;16-Dec-2002;;Unprovoked;AUSTRALIA;Swimming;;FATAL;Y;Night
1807;01-Dec-2002;;Unprovoked;BRAZIL;Surfing;;FATAL;Y;Unknown
1808;28-Nov-2002;;Unprovoked;MICRONESIA;Scuba diving;;Minor injury to right calf;N;Unknown
1809;28-Nov-2002;;Unprovoked;USA;Body boarding;;Both legs severely lacerated;N;Morning
1810;17-Nov-2002;;Unprovoked;USA;Swimming;;Right shoulder forarm & wrist bitten;N;Morning
1811;14-Nov-2002;;Unprovoked;TURKS & CAICOS;Snorkeling;;Right upper am, shoulder & back severely  bitten;N;Morning
1812;11-Nov-2002;;Unprovoked;USA;Surfing;;1.5-inch laceration;N;Afternoon
1813;02-Nov-2002;;Unprovoked;USA;Boogie boarding;;Puncture wounds on right foot;N;Afternoon
1814;Nov-2002;;Unprovoked;FRENCH POLYNESIA;Fishing, standing in 2' of water;;Shin bruised;N;Unknown
1815;30-Oct-2002;;Unprovoked;USA;Swimming;;Left foot bitten ;N;Morning
1816;14-Oct-2002;;Unprovoked;BRAZIL;Swimming;;FATAL, body not recovered;Y;Afternoon
1817;11-Oct-2002;;Unprovoked;USA;Surfing;;Left foot bitten;N;Unknown
1818;05-Oct-2002;;Unprovoked;USA;Surfing;;Abrasions on right hand & deep laceration on middle finger;N;Afternoon
1819;05-Oct-2002;;Unprovoked;USA;Surfing;;Heel & back of right knee lacerated;N;Afternoon
1820;03-Oct-2002;;Unprovoked;USA;Surfing;;Left hand lacerated and abraded;N;Afternoon
1821;30-Sep-2002;;Unprovoked;USA;Surfing;;Right hand severely lacerated;N;Afternoon
1822;29-Sep-2002;;Unprovoked;USA;Surfing;;Left hand bitten;N;Morning
1823;27-Sep-2002;;Unprovoked;USA;Fishing from Surfboard;;No injury, surfboard bitten ;N;Afternoon
1824;27-Sep-2002;;Provoked;USA;Fishing;;Left thumb lacerated PROVOKED INCIDENT;N;Unknown
1825;27-Sep-2002;;Provoked;TONGA;Swimming;;Thigh lacerated  PROVOKED INCIDENT;N;Afternoon
1826;21-Sep-2002;;Unprovoked;USA;Boogie boarding or Surfing;; Ankle lacerated;N;Unknown
1827;21-Sep-2002;;Unprovoked;USA;Surfing;;No injury;N;Unknown
1828;16-Sep-2002;;Unprovoked;BRAZIL;Swimming;;Left thigh bitten, leg surgically amputated;N;Afternoon
1829;16-Sep-2002;;Unprovoked;USA;Body boarding;;No injury, shark fin seen just before board ripped away & dragged out to sea;N;Morning
1830;13-Sep-2002;;Unprovoked;SOUTH AFRICA;Surf skiing;;No injury;N;Afternoon
1831;09-Sep-2002;;Unprovoked;USA;Boogie boarding;;Bitten above & below right knee;N;Afternoon
1832;05-Sep-2002;;Provoked;USA;Wading, when he stepped on the shark;;2 small puncture wounds on left foot PROVOKED INCIDENT;N;Evening
1833;28-Aug-2002;;Unprovoked;USA;Surfing;;Left foot lacerated ;N;Afternoon
1834;17-Aug-2002;;Unprovoked;USA;Swimming;;Both arms & leg bitten;N;Evening
1835;14-Aug-2002;;Unprovoked;USA;Surfing;;Big toe bitten;N;Afternoon
1836;11-Aug-2002;;Unprovoked;USA;Surfing;;Lacerations on heel & dorsum of right foot;N;Afternoon
1837;07-Aug-2002;;Unprovoked;USA;Standing;;Ankle & leg lacerated;N;Afternoon
1838;Reported 06-Aug-2002;;Provoked;UNITED KINGDOM;Diving;;Hand bitten by captive shark PROVOKED INCIDENT;N;Unknown
1839;05-Aug-2002;;Unprovoked;USA;Standing;;Leg lacerated;N;Morning
1840;26-Jul-2002;;Unprovoked;USA;Surfing;;Heel bitten;N;Evening
1841;20-Jul-2002;;Unprovoked;USA;Swimming;;Calf bitten;N;Evening
1842;10-Jul-2002;;Provoked;USA;Surfing;;2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT;N;Evening
1843;09-Jul-2002;;Provoked;USA;Shark Fishing;;Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT;Y;Unknown
1844;10-Jul-2002;;Unprovoked;BRAZIL;Surfing;;Right hand severed;N;Afternoon
1845;04-Jul-2002;;Unprovoked;USA;Standing;;Calf, foot & hand bitten;N;Evening
1846;20-Jun-2002;;Unprovoked;AUSTRALIA;Surfing;;minor injury to foot;N;Morning
1847;20-Jun-2002;;Unprovoked;USA;Swimming;;Small lacerations on right lower leg;N;Afternoon
1848;16-Jun-2002;;Invalid;INDONESIA;;;Human remains (right forearm & leg) recovered from 3.7m [12'] tiger sharks gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier;UNKNOWN;Unknown
1849;Reported 13-Jun-2002;;Unprovoked;PAPUA NEW GUINEA;;;Arm severely lacerated, surgically amputated;N;Unknown
1850;Reported 13-Jun-2002;;Unprovoked;PAPUA NEW GUINEA;Attempting to retreive a dinghy;;FATAL;Y;Unknown
1851;11-Jun-2002;;Unprovoked;USA;Sitting on surfboard;;No injury, shark bit side of surfboard;N;Night
1852;10-Jun-2002;;Unprovoked;USA;Surfing;;Right hand lacerated;N;Afternoon
1853;09-Jun-2002;;Unprovoked;USA;Surfing;;6-inch gash on right foot;N;Morning
1854;09-Jun-2002;;Unprovoked;USA;Swimming;;Right calf lacerated;N;Afternoon
1855;03-Jun-2002;;Unprovoked;SOUTH AFRICA;Snorkeling (filming the sardine run);;Upper arm bitten;N;Unknown
1856;31-May-2002;;Unprovoked;USA;Surfing;;Lacerated leg & back;N;Afternoon
1857;31-May-2002;;Unprovoked;USA;Floating on a raft;;Lacerated foot;N;Afternoon
1858;22-May-2002;;Provoked;USA;Fishing, removing the shark from his line;;Leg bitten by hooked shark PROVOKED INCIDENT;N;Evening
1859;22-May-2002;;Unprovoked;USA;Playing in the surf with his 2 dogs;;2-inch wound on dorsum of right foot, 1-inch wound on sole;N;Morning
1860;Reported 21-May-2002;;Unprovoked;COSTA RICA;Surfing;;Toothmarks in board & his swim trunks;N;Unknown
1861;21-May-2002;;Unprovoked;PAPUA NEW GUINEA;Collecting beche-de-mer;;Wrist lacerated;N;Unknown
1862;13-May-2002;;Unprovoked;USA;Fishing;;Laceration to arm.;N;Unknown
1863;10-May-2002;;Unprovoked;BRAZIL;Surfing;;Leg injured;N;Evening
1864;07-May-2002;;Provoked;AUSTRALIA;Fishing from prawn trawler;;Netted shark injured his am & 6 fingers PROVOKED INCIDENT;N;Unknown
1865;30-Apr-2002;;Unprovoked;AUSTRALIA;Scallop diving (using surface-supplied air & a POD) ;;FATAL, torso & leg bitten  ;Y;Afternoon
1866;21-Apr-2002;;Invalid;AUSTRALIA;Fishing (Drowned 2-Apr-2002);;Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark;UNKNOWN;Unknown
1867;20-Apr-2002;;Unprovoked;USA;Surfing, but standing in water alongside board;;Left foot bitten;N;Morning
1868;18-Apr-2002;;Unprovoked;USA;Surfing;;Left foot bitten;N;Morning
1869;12-Apr-2002;;Unprovoked;AUSTRALIA;Swimming;;Foot bitten;N;Evening
1870;09-Apr-2002;;Unprovoked;BAHAMAS;Standing;;Calf bitten;N;Morning
1871;02-Apr-2002;;Unprovoked;USA;Wading;;Two half-inch lacerations on right heel and one near small toe;N;Afternoon
1872;01-Apr-2002;;Unprovoked;USA;Swimming / Wading;;Upper left arm bitten;N;Morning
1873;25-Mar-2002;;Unprovoked;USA;Body-boarding;;Left leg severed below knee;N;Afternoon
1874;25-Mar-2002;;Unprovoked;USA;Wading;;Foot bitten;N;Morning
1875;24-Mar-2002;;Unprovoked;BRAZIL;Swimming;;Severe kacerations, FATAL;Y;Evening
1876;19-Mar-2002;;Unprovoked;USA;Swimming /  boogie boarding;;Punctures on left foot and foot ;N;Afternoon
1877;15-Mar-2002;;Unprovoked;USA;Snorkeling;;Arm bitten;N;Unknown
1878;15-Mar-2002;;Unprovoked;USA;Surfing;;Several  puncture wounds on lower right leg;N;Morning
1879;03-Mar-2002;;Invalid;NEW CALEDONIA;Spearfishing;;PRESUMED FATAL, body not recovered;UNKNOWN;Unknown
1880;23-Feb-2002;;Unprovoked;TURKS & CAICOS;Capsized fishing boat;;FATAL;Y;Unknown
1881;16-Feb-2002;;Unprovoked;AUSTRALIA;Surfing;;Heel / foot bitten;N;Unknown
1882;11-Feb-2002;;Unprovoked;FIJI;;;FATAL, lower thigh & knee severely lacerated ;Y;Evening
1883;07-Feb-2002;;Boat;AUSTRALIA;Kayaking;;Stern of kayak bitten/chest bruised ;N;Evening
1884;30-Jan-2002;;Unprovoked;AUSTRALIA;Surfing;;Bruises & minor cuts;N;Unknown
1885;30-Jan-2002;;Unprovoked;AUSTRALIA;Swimming;;15 cm wound on inner thigh;N;Unknown
1886;04-Jan-2002;;Unprovoked;SOUTH AFRICA;Fishing;;Leg bitten & surgically amputated;N;Night
1887;03-Jan-2002;;Unprovoked;BRAZIL;Swimming;;FATAL;Y;Unknown
1888;01-Jan-2002;;Unprovoked;SOUTH AFRICA;Surf skiing;;Foot & calf bitten;N;Unknown
1889;01-Jan-2002;;Unprovoked;USA;Snorkeling;;Lacerations to buttocks & thigh;N;Afternoon
1890;21-Dec-2001;;Invalid;AUSTRALIA;Surfing;;No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display;N;Unknown
1891;23-Nov-2001;;Unprovoked;AUSTRALIA;Surfing;;No Injury, shark hit board;N;Unknown
1892;14-Nov-2001;;Unprovoked;USA;Surfing;;No injury, portion of board's lower surface removed;N;Evening
1893;07-Nov-2001;;Invalid;AUSTRALIA;Surf-skiing;;No injury, fell off ski after possibly colliding with  a shark;UNKNOWN;Unknown
1894;07-Oct-2001;;Unprovoked;SOUTH AFRICA;Kite-Boarding;;No injury;N;Unknown
1895;02-Oct-2001;;Unprovoked;AUSTRALIA;Snorkeling;;Lacerations to right forearm & shoulder injured;N;Afternoon
1896;30-Sep-2001;;Unprovoked;MEXICO;Body surfing;;Hand injured;N;Unknown
1897;30-Sep-2001;;Boat;AUSTRALIA;;;No injury from shark;N;Unknown
1898;24-Sep-2001;;Provoked;USA;Surfing, fell off surfboard & stepped on the shark.;;PROVOKED INCIDENT Several small lacerations on left foot ;N;Afternoon
1899;18-Sep-2001;;Unprovoked;USA;Surfing;;"1"" to 2"" cuts on right ankle & foot";N;Afternoon
1900;16-Sep-2001;;Invalid;USA;Wreck / Technical diving;;FATAL or drowning & scavenging;Y;Afternoon
1901;15-Sep-2001;;Unprovoked;USA;Boogie boarding;;2 lacerations on lower back, punctures on buttock;N;Afternoon
1902;15-Sep-2001;;Unprovoked;USA;Surfing;;Foot bitten;N;Afternoon
1903;13-Sep-2001;;Provoked;UNITED KINGDOM;Diving;;Head bitten by captive shark PROVOKED INCIDENT;N;Unknown
1904;08-Sep-2001;;Provoked;USA;Fishing;;Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT;N;Unknown
1905;07-Sep-2001;;Unprovoked;USA;Walking in shallows;;Minor injury to left leg;N;Evening
1906;07-Sep-2001;;Invalid;USA;Swimming;;Left hand injured;N;Unknown
1907;03-Sep-2001;;Unprovoked;USA;Swimming ;;FATAL;Y;Evening
1908;03-Sep-2001;;Unprovoked;USA;Swimming;;Left buttock & foot  severed;N;Evening
1909;02-Sep-2001;;Unprovoked;USA;Wading;;Right calf lacerated;N;Unknown
1910;01-Sep-2001;;Unprovoked;USA;Swimming ;;FATAL, thigh bitten ;Y;Evening
1911;31-Aug-2001;;Unprovoked;BAHAMAS;Spearfishing;;Torso lacerated;N;Afternoon
1912;29-Aug-2001;;Unprovoked;USA;Standing;;Punctures & lacerations on elbow & forearm;N;Afternoon
1913;27-Aug-2001;;Unprovoked;USA;Wading;;Heel lacerated;N;Afternoon
1914;26-Aug-2001;;Unprovoked;USA;Boogie Boarding;;Thigh & foot bitten;N;Afternoon
1915;25-Aug-2001;;Unprovoked;USA;Boogie Boarding;;Upper left thigh & right foot bitten;N;Afternoon
1916;22-Aug-2001;;Unprovoked;USA;Surfing;;Foot lacerated;N;Afternoon
1917;21-Aug-2001;;Unprovoked;USA;Surfing;;Thigh lacerated;N;Afternoon
1918;19-Aug-2001;;Unprovoked;USA;Surfing;;Cuts on right foot;N;Afternoon
1919;19-Aug-2001;;Unprovoked;USA;Surfing;;Lacerations to lower leg;N;Afternoon
1920;19-Aug-2001;;Unprovoked;USA;Surfing;;Left foot lacerated;N;Morning
1921;18-Aug-2001;;Unprovoked;USA;Surfing;;Cuts on right foot;N;Afternoon
1922;18-Aug-2001;;Unprovoked;USA;Surfing;;Back of left hand gashed;N;Afternoon
1923;18-Aug-2001;;Unprovoked;USA;Surfing;;Left ankle bitten;N;Morning
1924;16-Aug-2001;;Unprovoked;BAHAMAS;Spearfishing;;Calf bitten;N;Afternoon
1925;12-Aug-2001;;Unprovoked;THAILAND;Fell off banana boat;;Legs bitten;N;Unknown
1926;05-Aug-2001;;Unprovoked;USA;;;Toe bitten;N;Unknown
1927;04-Aug-2001;;Unprovoked;BAHAMAS;Swimming;;Leg bitten, later surgically amputated above the knee;N;Morning
1928;03-Aug-2001;;Boat;ITALY;Fishing;;No Injury to occupants;N;Unknown
1929;26-Jul-2001;;Unprovoked;USA;;;Survived;N;Unknown
1930;25-Jul-2001;;Unprovoked;USA;;;Minor injury;N;Afternoon
1931;24-Jul-2001;;Unprovoked;USA;;;2 bites behind knee;N;Unknown
1932;21-Jul-2001;;Boat;USA;Fishing;;"No Injury to occupants; shark bumped the boat ";N;Unknown
1933;15-Jul-2001;;Unprovoked;USA;Surfing;;Left foot & heel lacerated;N;Afternoon
1934;15-Jul-2001;;Unprovoked;USA;Boogie boarding;;Foot lacerated;N;Afternoon
1935;06-Jul-2001;;Unprovoked;MEXICO;Surfing;;Foot bitten;N;Unknown
1936;06-Jul-2001;;Unprovoked;USA;Swimming;;Arm severed, surgically reattached;N;Unknown
1937;03-Jul-2001;;Unprovoked;USA;;;Hand bitten;N;Unknown
1938;Jul-2001;;Unprovoked;USA;Floating face-down in knee-deep water;;2-inch cut on dorsum of left foot;N;Evening
1939;12-Jun-2001;;Unprovoked;USA;Swimming;;Leg lacerated;N;Unknown
1940;10-Jun-2001;;Provoked;USA;Spearfishing;;No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT;N;Morning
1941;09-Jun-2001;;Invalid;AUSTRALIA;Hiking on the beach;;Remains recovered from gut of a  3.7 m [12'] tiger shark;UNKNOWN;Unknown
1942;03-Jun-2001;;Unprovoked;USA;Wading;;3 puncture wounds on each side of her left  hand;N;Unknown
1943;29-May-2001;;Unprovoked;USA;;;Survived;N;Unknown
1944;23-May-2001;;Unprovoked;USA;Swimming;;Shin lacerated;N;Unknown
1945;20-May-2001;;Unprovoked;USA;Swimming;;5.5-inch laceration on calf;N;Evening
1946;18-May-2001;;Provoked;PHILIPPINES;Shark fishing;;Arm bitten PROVOKED INCIDENT;N;Unknown
1947;11-May-2001;;Invalid;MADAGASCAR;;;Fatal or drowned & remains scavenged by shark;UNKNOWN;Unknown
1948;08-May-2001;;Unprovoked;SOUTH AFRICA;Surfing;;Leg bitten;N;Unknown
1949;04-May-2001;;Unprovoked;AUSTRALIA;Surfing;;Chest lacerated, surfboard bitten;N;Evening
1950;03-May-2001;;Unprovoked;USA;Surfing;;Foot lacerated ;N;Evening
1951;May-2001;;Unprovoked;FIJI;Spearfishing, carrying his catch;;FATAL;Y;Unknown
1952;28-Apr-2001;;Unprovoked;USA;Boogie boarding;;4 small lacerations on lower right leg;N;Afternoon
1953;13-Apr-2001;;Unprovoked;USA;Surfing;;Foot & ankle lacerated;N;Morning
1954;13-Apr-2001;;Unprovoked;USA;Surfing;;Right foot & ankle lacerated;N;Morning
1955;12-Apr-2001;;Unprovoked;USA;;;Right ankle & lower leg lacerated;N;Afternoon
1956;12-Apr-2001;;Unprovoked;USA;Surfing;;Foot & ankle lacerated;N;Afternoon
1957;12-Apr-2001;;Unprovoked;USA;Surfing;;Small cuts on big & pinky toes of left foot;N;Afternoon
1958;12-Apr-2001;;Unprovoked;USA;Body boarding;;Foot & ankle lacerated;N;Afternoon
1959;12-Apr-2001;;Unprovoked;USA;Surfing;;Foot lacerated;N;Morning
1960;11-Apr-2001;;Unprovoked;USA;Surfing;;Minor cuts on right heel & foot;N;Unknown
1961;11-Apr-2001;;Unprovoked;USA;Surfing;;Lacerations to top & bottom of left foot;N;Afternoon
1962;11-Apr-2001;;Unprovoked;USA;Surfing;;Minor punctures & lacerations on left hand ;N;Morning
1963;10-Apr-2001;;Unprovoked;USA;Surfing;;Foot lacerated;N;Unknown
1964;08-Apr-2001;;Unprovoked;SOUTH AFRICA;Surfing;;Thigh, hip & buttock bitten;N;Morning
1965;08-Apr-2001;;Provoked;AUSTRALIA;Snorkeling;;Wrist lacerated PROVOKED INCIDENT;N;Unknown
1966;05-Apr-2001;;Unprovoked;USA;Standing alongside surfboard;;Minor lacerations to dorsum of left foot;N;Afternoon
1967;02-Ap-2001;;Unprovoked;BRAZIL;Batin;;Left thigh bitten;N;Unknown
1968;02-Apr-2001;;Unprovoked;AUSTRALIA;Surfing;;Calf bitten;N;Morning
1969;23-Mar-2001;;Unprovoked;USA;Body-boarding;;Minor cuts on left hand, body board bitten;N;Afternoon
1970;09-Mar-2001;;Unprovoked;USA;Surfing;;Fingers & hand lacerated;N;Unknown
1971;08-Mar-2001;;Invalid;BRAZIL;Attempting to catch a crocodile;;Lacerations below the knee;UNKNOWN;Unknown
1972;03-Mar-2001;;Unprovoked;BRAZIL;Swimming;;FATAL;Y;Unknown
1973;Mar-2001;;Sea Disaster;CARIBBEAN SEA;Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board;;Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body;Y;Unknown
1974;26-Feb-2001;;Boat;AUSTRALIA;Fishing for whiting;;No injury to occupants;N;Unknown
1975;11-Feb-2001;;Invalid;MALAYSIA;Unknown;;Bones recovered by fishermen in 300-kg [662-lb] white sharks gut;UNKNOWN;Unknown
1976;04-Feb-2001;;Unprovoked;AUSTRALIA;Surfing;;Leg bitten;N;Afternoon
1977;Reported  24-Jan-2001;;Boat;AUSTRALIA;Kayaking;;No injury, shark rammed & bit kayak;N;Unknown
1978;24-Jan-2001;;Unprovoked;CUBA;Swimming;;Left arm bitten;N;Unknown
1979;21-Jan-2001;;Boat;AUSTRALIA;Fishing;;No injury to occupants;N;Unknown
1980;09-Jan-2001;;Unprovoked;USA;Surfing;;Foot bruised, board dinged;N;Unknown
1981;06-Jan-2001;;Boat;NEW ZEALAND;Kayaking;;No injury, kayak bitten;N;Unknown
1982;24-Dec-2000;;Unprovoked;AUSTRALIA;Scuba diving;;Hand bitten;N;Unknown
1983;12-Dec-2000;;Unprovoked;FIJI;Swimming back from anchored sailboat;;FATAL, leg severed ;Y;Afternoon
1984;11-Dec-2000;;Boat;AUSTRALIA;Fishing for whiting;;No injury to occupants;N;Unknown
1985;05-Dec-2000;;Unprovoked;CANADA;Diving for sea urchins;;No injury;N;Unknown
1986;03-Dec-2000;;Unprovoked;AUSTRALIA;Spearfishing;;Left elbow and forearm bitten;N;Morning
1987;Dec-2000;;Unprovoked;NEW ZEALAND;Surfing;;FATAL;Y;Unknown
1988;21-Nov-2000;;Unprovoked;AUSTRALIA;Diving (shell maintenance);;No injury, wetsuit & swimfin torn;N;Unknown
1989;20-Nov-2000;;Invalid;AUSTRALIA;Shipwrecked;;Missing, thought to have been taken by a shark;UNKNOWN;Unknown
1990;17-Nov-2000;;Unprovoked;USA;Swimming;;Right calf lacerated;N;Afternoon
1991;10-Nov-2000;;Invalid;USA;Walking;;No injury;UNKNOWN;Unknown
1992;06-Nov-2000;;Unprovoked;AUSTRALIA;Swimming;;Leg & feet lacerated;N;Morning
1993;06-Nov-2000;;Unprovoked;AUSTRALIA;Swimming;;FATAL, torso bitten, leg severed ;Y;Morning
1994;04-Nov-2000;;Unprovoked;USA;Surfing;;Both thighs bitten;N;Afternoon
1995;29-Oct-2000;;Boat;AUSTRALIA;Fishing ;;No Injury to occupant, shark holed and sank boat;N;Night
1996;20-Oct-2000;;Unprovoked;USA;Surfing;;Leg lacerated;N;Evening
1997;18-Oct-2000;;Unprovoked;USA;Swimming / snorkeling;;Right side of back / torso lacerated;N;Morning
1998;14-Oct-2000;;Unprovoked;USA;Swimming;;Right hand lacerated;N;Afternoon
1999;09-Oct-2000;;Unprovoked;USA;Surfing;;Foot lacerated;N;Unknown
