,Date,year,type,country,activity,sex,injury,fatal_boolean,time
1449,31-Jul-2006,,Provoked,USA,Touching sharks,,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",,Unknown
1450,31-Jul-2006,,Unprovoked,USA,Surfing,,Minor injury,,Afternoon
1451,29-Jul-2006,,Invalid,USA,Boogie Boarding,,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6 ",,Unknown
1452,29-Jul-2006,,Unprovoked,USA,Surfing,,Foot bitten,,Unknown
1453,28-Jul-2006,,Unprovoked,SOUTH AFRICA,Surf-skiing,,"No injury, surf ski bitten",,Afternoon
1454,25-Jul-2006,,Unprovoked,USA,Surfing,,Minor lacerations to right foot,,Afternoon
1455,23-Jul-2006,,Unprovoked,USA,Surf fishing,,Right foot bitten,,Unknown
1456,Reported 17-Jul-2006,,Invalid,AUSTRALIA,,,8 shark-bitten bodies washed ashore,,Unknown
1457,17-Jul-2006,,Unprovoked,USA,Standing,,Left ankle & foot bitten,,Morning
1458,13-Jul-2006,,Invalid,SPAIN,Swimming,,Hand & wrist severely bitten,,Unknown
1459,12-Jul-2006,,Unprovoked,USA,Swimming,,Ankle & foot bitten,,Afternoon
1460,10-Jul-2006,,Unprovoked,BRAZIL,,,FATAL,,Unknown
1461,09-Jul-2006,,Unprovoked,USA,Wading,,Dorsum of left foot bitten,,Evening
1462,09-Jul-2006.,,Unprovoked,USA,Walking,,Lower leg & ankle bitten,,Afternoon
1463,08-Jul-2006,,Unprovoked,USA,Body boarding,,Foot bitten,,Morning
1464,08-Jul-2006,,Unprovoked,USA,Swimming,,Right calf bitten,,Afternoon
1465,July 2006,,Unprovoked,USA,Spearfishing,,Lacerations & puncture wound  to arm,,Unknown
1466,July 2006,,Unprovoked,USA,Spearfishing,,Minor injuries,,Unknown
1467,27-Jun-2006,,Unprovoked,USA,Body boarding,,Right calf bitten,,Morning
1468,26-Jun-2006,,Provoked,USA,Fishing,,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,,Unknown
1469,24-Jun-2006,,Unprovoked,BAHAMAS,Spearfishing,,Right arm severely bitten,,Afternoon
1470,20-Jun-2006,,Unprovoked,USA,Surfing,,2-inch puncture wounds on right foot,,Afternoon
1471,18-Jun-2006,,Unprovoked,BRAZIL,Body boarding,,Left thigh bitten FATAL,,Morning
1472,17-Jun-2006,,Unprovoked,USA,Scuba diving,,"No injury, shark bit scuba tank boot",,Morning
1473,15-Jun-2006,,Unprovoked,USA,Surfing,,Four 1-inch puncture wounds on left foot ,,Afternoon
1474,07-Jun-2006,,Unprovoked,USA,Playing,,Lacerations & puncture wounds to left foot & buttocks,,Afternoon
1475,05-Jun-2006,,Unprovoked,AUSTRALIA,Surfing,,"No injury, knocked off surfboard",,Morning
1476,31-May-2006,,Unprovoked,USA,Spearfishing,,"4"" laceration to left forearm",,Afternoon
1477,28-May-2006,,Provoked,USA,Tagging sharks,,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",,Unknown
1478,27-May-2006,,Unprovoked,USA,Surfing,,"No injury, shark bumped surfboard",,Afternoon
1479,24-May-2006,,Provoked,USA,Spearfishing,,Knee bitten after diver poked shark PROVOKED INCIDENT,,Afternoon
1480,21-May-2006,,Unprovoked,BRAZIL,Surfing,,"Injuries to left thigh, calf & foot",,Morning
1481,19-May-2006,,Unprovoked,USA,Scuba diving,,Laceration to leg,,Afternoon
1482,05-May-2006,,Unprovoked,USA,,,Small lacerations to arm,,Afternoon
1483,04-May-2006,,Unprovoked,USA,Swimming,,2 lacerations on lower right leg,,Afternoon
1484,02-May-2006,,Provoked,AUSTRALIA,Snorkeling,,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,,Afternoon
1485,Reported      23-Apr-2006,,Invalid,USA,,,Shark bites post mortem,,Unknown
1486,21-Apr-2006,,Unprovoked,USA,Surfing,,Feet bitten,,Unknown
1487,19-Apr-2006,,Unprovoked,USA,Standing,,3 tiny punctures & small lacerations on right ankle,,Afternoon
1488,13-Apr-2006,,Provoked,USA,Fishing,,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,,Unknown
1489,11-Apr-2006,,Unprovoked,AUSTRALIA,Surfing,,Minor laceration to left foot,,Afternoon
1490,09-Apr-2006,,Unprovoked,SOUTH AFRICA,Body boarding,,Leg bitten,,Evening
1491,09-Apr-2006,,Unprovoked,BRAZIL,Swimming,,Left leg bitten,,Unknown
1492,03-Apr-2006,,Unprovoked,USA,Wading,,Minor injury to right hand & thigh,,Afternoon
1493,Reported  28-Mar-2006,,Unprovoked,Sierra Leone,Fishing,,Reportedly FATAL but few details,,Unknown
1494,23-Mar-2006,,Unprovoked,USA,Surfing,,5 puncture wounds in left calf,,Morning
1495,22-Mar-2006,,Invalid,SOUTH AFRICA,Swimming,,"FATAL, but shark involvement prior to death unconfirmed",,Unknown
1496,18-Mar-2006,,Unprovoked,FIJI,Surfing,,Lacerations to right hand,,Evening
1497,15-Mar-2006,,Unprovoked,AUSTRALIA,Surfing,,"No injury, shark nudged surfboard",,Evening
1498,27-Feb-2006,,Unprovoked,USA,Standing,,Deep laceration to right calf,,Afternoon
1499,23-Feb-2006,,Invalid,USA,Free diving,,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,,Unknown
1500,13-Feb-2006,,Unprovoked,AUSTRALIA,Wading,,Lacerations to foot,,Morning
1501,12-Feb-2006,,Unprovoked,AUSTRALIA,Swimming,,Puncture wound on arm,,Unknown
1502,12-Feb-2006,,Boat,AUSTRALIA,Fishing,,No injury to occupants; shark nudged the 5.3 m boat,,Afternoon
1503,08-Feb-2006,,Unprovoked,SOUTH AFRICA,Surfing,,2 bite marks on right calf,,Unknown
1504,01-Feb-2006,,Unprovoked,TONGA,Swimming,,Severe bite to right leg FATAL,,Evening
1505,01-Feb-2006,,Boat,USA,Kayaking,,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,,Unknown
1506,Reported 28-Jan-2006,,Boat,ATLANTIC OCEAN,Competing in the Woodvale Atlantic Rowing Race,,No injury to occupants; shark rammed boat repeatedly,,Unknown
1507,25-Jan-2006,,Unprovoked,SOUTH AFRICA,Spearfishing,,Right arm  bitten,,Afternoon
1508,23-Jan-2006,,Boat,ATLANTIC OCEAN,Competing in the Woodvale Atlantic Rowing Race,,"No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",,Unknown
1509,18-Jan-2006,,Unprovoked,USA,Night Surfing,,"No injury, but 2 small nicks on wetsuit",,Night
1510,15-Jan-2006,,Unprovoked,AUSTRALIA,Scuba diving,,Lacerations to left elbow,,Morning
1511,11-Jan-2006,,Invalid,BAHAMAS,Diving for lobsters,,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",,Unknown
1512,07-Jan-2006,,Unprovoked,AUSTRALIA,Swimming,,FATAL,,Evening
1513,04-Jan-2006,,Unprovoked,USA,Surfing,,3 puncture wounds in right wrist & hand,,Afternoon
1514,01-Jan-2006,,Unprovoked,SOUTH AFRICA,Diving for crayfish,,Lacerations to little finger,,Unknown
1515,24-Dec-2005,,Unprovoked,USA,Surfing,,Lacerations to ankle & calf,,Afternoon
1516,21-Dec-2005,,Unprovoked,USA,Swimming,,Left hand bitten,,Morning
1517,20-Dec-2005,,Boat,ATLANTIC OCEAN,Competing in the Woodvale Atlantic Rowing Race,,"No injury to occupants, shark rammed boat for 15 minutes",,Afternoon
1518,11-Dec-2005,,Unprovoked,AUSTRALIA,Spearfishing,,Right forearm & elbow bitten,,Morning
1519,Reported 06-Dec-2005,,Boat,AUSTRALIA,Fishing,,"No injury to occupants, hydrofoil of outboard motor bitten ",,Afternoon
1520,Reported 29-Nov-2005,,Unprovoked,USA,Surfing,,Left foot bitten,,Unknown
1521,27-Nov-2005,,Unprovoked,USA,Surfing,,Right thumb & palm lacerated,,Afternoon
1522,25-Nov-2005,,Boat,AUSTRALIA,Fishing,,"No injury to occupant, shark bit outboard motor",,Unknown
1523,25-Nov-2005,,Unprovoked,AUSTRALIA,Surfing,,"2 lacerations on leg, each 4"" to 5"" long",,Evening
1524,25-Nov-2005,,Unprovoked,SOUTH AFRICA,Surfing,,"Cut on finger, board bitten",,Morning
1525,24-Nov-2005-,,Unprovoked,NEW CALEDONIA,Spearfishing,,Arm bitten,,Evening
1526,21-Nov-2005,,Unprovoked,USA,Surfing,,Left foot bitten,,Unknown
1527,20-Nov-2005,,Unprovoked,USA,Surfing,,Lacerations to right thigh,,Afternoon
1528,Reported  16-Nov-2005,,Boat,NEW CALEDONIA,,,"No injury to occupants, shark lifted bow of boat 3 times",,Unknown
1529,15-Nov-2005,,Provoked,SOUTH AFRICA,Fishing for sharks,,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,,Afternoon
1530,12-Nov-2005,,Unprovoked,USA,Surfing,,Puncture wounds to right foot,,Afternoon
1531,02-Nov-2005,,Unprovoked,USA,Surfing,,"No injury, board bitten",,Afternoon
1532,02-Nov-2005,,Unprovoked,USA,Surfing,,"No injury, board bumped",,Morning
1533,29-Oct-2005,,Unprovoked,USA,Wading,,Puncture wounds to foot,,Unknown
1534,25-Oct-2005,,Unprovoked,ST. MAARTIN,Standing,,Lower right leg lacerated,,Morning
1535,22-Oct-2005,,Unprovoked,SOUTH AFRICA,Standing / Surfing,,Right foot bitten,,Unknown
1536,21-Oct-2005,,Unprovoked,USA,Surfing,,No injury,,Morning
1537,19-Oct-2005,,Unprovoked,USA,Surfing,,Leg bitten,,Morning
1538,15-Oct-2005,,Provoked,USA,Wading,,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,,Evening
1539,13-Oct-2005,,Unprovoked,USA,Surfing,,"No injury, surfboard bitten",,Evening
1540,11-Oct-2005,,Unprovoked,GRAND CAYMAN,Scuba diving,,No injury ,,Afternoon
1541,06-Oct-2005,,Unprovoked,USA,Treading water/ Surfing,,Five 1-inch lacerations to left foot,,Afternoon
1542,03-Oct-2005,,Unprovoked,BAHAMAS,Diving,,Lacerations to right side of face,,Unknown
1543,01-Oct-2005,,Unprovoked,SOUTH AFRICA,Surf-skiing,,"No injury, shark bit ski",,Afternoon
1544,Reported      27-Sep-2005,,Unprovoked,AUSTRALIA,Surfing,,"No injury, knocked off board",,Unknown
1545,24-Sep-2005,,Unprovoked,AUSTRALIA,Surfing,,Lacerations to legs,,Afternoon
1546,23-Sep-2005,,Unprovoked,AUSTRALIA,Surfing,, No injury,,Unknown
1547,22-Sep-2005,,Invalid,USA,Surfing,,Lacerations to dorsum of left foot,,Morning
1548,20-Sep-2005,,Unprovoked,USA,Body surfing,,"Injuries to fingers, calf  & heel",,Afternoon
1549,11-Sep-2005,,Unprovoked,USA,Surfing,,FATAL,,Afternoon
1550,07-Sep-2005,,Unprovoked,AUSTRALIA,Standing,,Left foot & ankle lacerated,,Unknown
1551,05-Sep-2005,,Unprovoked,USA,Wading,,Calf severely lacerated,,Afternoon
1552,04-Sep-2005,,Unprovoked,AUSTRALIA,Surfing,,Lacerations to right arm & thigh,,Afternoon
1553,02-Sep-2005,,Unprovoked,USA,Standing / Surfing,,Right foot bitten,,Morning
1554,02-Sep-2005,,Provoked,THAILAND,Removing shark from net,,FATAL PROVOKED INCIDENT,,Unknown
1555,24-Aug-2005,,Unprovoked,AUSTRALIA,Scuba diving,,FATAL,,Afternoon
1556,24-Aug-2005,,Unprovoked,USA,Surfing,,Lower right leg lacerated,,Morning
1557,22-Aug-2005,,Invalid,USA,"Boogie boarding, kicked at object in the water",,"Laceration to knee, possibly by a  small blacktip shark",,Unknown
1558,21-Aug-2005,,Unprovoked,USA,Swimming,,Bitten underneath left arm,,Unknown
1559,19-Aug-2005,,Unprovoked,USA,Walking,,Left foot bitten,,Evening
1560,14-Aug-2005,,Invalid,SOUTH AFRICA,,,Human foot recovered from the water,,Unknown
1561,12-Aug-2005,,Unprovoked,USA,Surfing,,Laceration on right wrist & crescent of puncture wounds on  forearm ,,Morning
1562,6-Aug-2005,,Unprovoked,USA,Swimming,,Puncture wounds on left foot ,,Morning
1563,1-Aug-2005,,Invalid,Seychelles,Fishing,,"FATAL, shark involvement prior to death is unconfirmed",,Unknown
1564,27-Jul-2005,,Unprovoked,USA,Wading,,Laceration on the back of left hand & toothmarks on wrist,,Evening
1565,23-Jul-2005,,Unprovoked,USA,Surfing,,"Right foot: Toes and back of foot, minor injury",,Morning
1566,22-Jul-2005,,Invalid,USA,Surfing,,"Straight 2.5"" laceration on top of left ankle",,Morning
1567,17-Jul-2005,,Invalid,LIBERIA,Swimming,,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,,Unknown
1568,17-Jul-2005,,Provoked,CHINA,Scuba diving in aquarium tank,,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,,Unknown
1569,Reported      15-Jul-2005,,Invalid,AUSTRALIA,,,"A hoax - No shark was involved and Wells' ""daughter"" was his business partner Eileen Purchase who injured her finger on his boat",,Unknown
1570,15-Jul-2005,,Unprovoked,USA,Swimming,,Lacerations of left forearm,,Afternoon
1571,13-Jul-2005,,Unprovoked,USA,Holding onto an inflatable boat,,Left foot bitten,,Afternoon
1572,1-Jul-2005,,Unprovoked,USA,Standing,,Ankle bitten,,Morning
1573,27-Jun-2005,,Unprovoked,USA,Fishing,,"Leg severely bitten, surgically amputated",,Morning
1574,25-Jun-2005,,Unprovoked,USA,Swimming with boogie board,,"FATAL, leg bitten",,Morning
1575,22-Jun-2005,,Unprovoked,VANUATU,Swimming,,FATAL,,Unknown
1576,20-Jun-2005,,Unprovoked,MEXICO ,Surfing,,Left foot bitten,,Morning
1577,18-Jun-2005,,Invalid,USA,Swimming,,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",,Morning
1578,16-Jun-2005,,Unprovoked,USA,Swimming,,Foot bitten,,Unknown
1579,13-Jun-2005,,Unprovoked,SOUTH KOREA,Diving,,Knee bitten,,Unknown
1580,07-Jun-2005,,Unprovoked,USA,Boogie boarding,,Foot lacerated,,Morning
1581,05-Jun-2005,,Invalid,USA,Surfing,,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,,Morning
1582,04-Jun-2005,,Unprovoked,SOUTH AFRICA,Spearfishing (Free diving),,FATAL,,Afternoon
1583,02-Jun-2005,,Unprovoked,USA,Wading,,Two 2-inch lacerations on right foot,,Unknown
1584,28-May-2005,,Unprovoked,USA,Swimming,,Left foot bitten,,Evening
1585,27-May-2005,,Unprovoked,USA,Crouching in 2' of water,,Right arm & torso bitten,,Evening
1586,25-May-2005,,Unprovoked,SOUTH AFRICA,Surfing,,Left buttock  & legs lacerated ,,Morning
1587,15-May-2005,,Unprovoked,AUSTRALIA,Spearfishing,,Severe injury to lower leg,,Unknown
1588,14-May-2005,,Boat,USA,Kayaking,,"No injury, shark bit kayak",,Morning
1589,03-May-2005,,Unprovoked,MADAGASCAR,Fishing,,Thigh bitten,,Unknown
1590,02-May-2005,,Sea Disaster,USA,Sea Disaster,,No injury,,Unknown
1591,02-May-2005,,Unprovoked,USA,Surfing,,"No injury, board damaged",,Morning
1592,25-Apr-2005,,Provoked,AUSTRALIA,Fishing,,Laceration on left thigh PROVOKED INCIDENT,,Night
1593,17-Apr-2005,,Unprovoked,AUSTRALIA,,,Shark-bitten surfboard found adrift,,Unknown
1594,16-Apr-2005,,Unprovoked,AUSTRALIA,Spearfishing,,Minor cuts above his right eye,,Unknown
1595,16-Apr-2005,,Unprovoked,AUSTRALIA,Surfing,,"No injury, board bitten",,Morning
1596,13-Apr-2005,,Unprovoked,USA,Wading,,Right lower leg bitten,,Unknown
1597,09-Apr-2005,,Invalid,USA,Surfing,,Foot injured ,,Unknown
1598,07-Apr-2005,,Unprovoked,USA,Surfing,,Left foot bitten ,,Evening
1599,06-Apr-2005,,Unprovoked,USA,,,Left calf injured,,Unknown
1600,06-Apr-2005,,Invalid,HONDURAS,SCUBA Diving,,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",,Unknown
1601,28-Mar-2005,,Unprovoked,SOUTH AFRICA,Surfing,,"Lacerations to right calf, puncture wounds on right foot",,Morning
1602,Reported    27-Mar-2005,,Unprovoked,AUSTRALIA,Surfing,,"No injury, shark rammed surfboard",,Unknown
1603,25-Mar-2005,,Unprovoked,VENEZUELA,Surfing,,Right leg bitten,,Evening
1604,19-Mar-2005,,Unprovoked,AUSTRALIA,Snorkeling,,FATAL,,Afternoon
1605,12-Mar-2005,,Provoked,USA,Diving in aquarium display tank,,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,,Afternoon
1606,10-Mar-2005,,Invalid,SOUTH AFRICA,,,Bites by 2.5 m tiger shark were post mortem,,Unknown
1607,09-Mar-2005,,Provoked,NEW ZEALAND,Fishing,,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT",,Afternoon
1608,05-Mar-2005,,Unprovoked,SOLOMON ISLANDS,Diving,,Thighs bitten,,Unknown
1609,26-Feb-2005,,Unprovoked,AUSTRALIA,Swimming,,Finger bitten,,Unknown
1610,22-Feb-2005,,Provoked,USA,Spearfishing,,Speared shark bit his chest PROVOKED INCIDENT,,Unknown
1611,16-Feb-2005,,Unprovoked,USA,Surfing,,"No injury, knocked off board, shark bit board",,Afternoon
1612,13-Feb-2005,,Unprovoked,USA,Spearfishing,,Hand bitten,,Unknown
1613,04-Feb-2005,,Unprovoked,BRAZIL,Surfing,,Right thigh & ankle injured,,Unknown
1614,20-Jan-2005,,Unprovoked,CUBA,Swimming,,Left foot severed,,Unknown
1615,19-Jan-2005,,Provoked,AUSTRALIA,Spearfishing,,No injury. Towed by speared shark PROVOKED INCIDENT,,Unknown
1616,14-Jan-2005,,Provoked,AUSTRALIA,Attempting to drive shark away from sailing regatta,,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT",,Afternoon
1617,08-Jan-2005,,Boat,NEW ZEALAND,Fishing from a kayak,,"No injury, kayak bumped repeatedly",,Afternoon
1618,26-Dec-2004,,Invalid,SRI LANKA,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",,No injury,,Unknown
1619,16-Dec-2004,,Unprovoked,AUSTRALIA,Scurfing (surfboard being  towed behind a boat),,FATAL,,Afternoon
1620,11-Dec-2004,,Unprovoked,AUSTRALIA,Spearfishing,,"FATAL, leg bitten",,Afternoon
1621,27-Nov-2004,,Unprovoked,SOUTH AFRICA,Surfing,,3 lacerations on foot,,Evening
1622,26-Nov-2004,,Unprovoked,SOUTH AFRICA,Playing,,Lacerations on lower leg & foot,,Unknown
1623,15-Nov-2004,,Unprovoked,SOUTH AFRICA,Swimming,,FATAL,,Morning
1624,11-Nov-2004,,Unprovoked,USA,Surfing,,"Lacerations to hand, knee & thigh ",,Afternoon
1625,11-Nov-2004,,Unprovoked,VANUATU,Snorkeling,,Thigh bitten,,Morning
1626,Nov-2004,,Unprovoked,NEW CALEDONIA,Diving,,Forearm bitten,,Unknown
1627,31-Oct-2004,,Unprovoked,CUBA,Diving,,Left forearm bitten,,Afternoon
1628,30-Oct-2004,,Invalid,NEW ZEALAND,,,No injury,,Unknown
1629,30-Oct-2004,,Unprovoked,SOUTH AFRICA,Chumming for white sharks,,Right ankle & foot lacerated,,Unknown
1630,21-Oct-2004,,Unprovoked,AUSTRALIA,Surfing,,Right foot lacerated,,Unknown
1631,10-Oct-2004,,Unprovoked,USA,Surfing,,Lower leg bitten,,Morning
1632,09-Oct-2004,,Unprovoked,USA,Spearfishing,,Left shoulder bitten,,Afternoon
1633,09-Oct-2004,,Unprovoked,SOUTH AFRICA,Surfing,,Puncture wounds on right foot,,Unknown
1634,06-Oct-2004,,Unprovoked,REUNION,Body boarding,,"Leg severely bitten, surgically amputated",,Afternoon
1635,02-Oct-2004,,Unprovoked,USA,Surfing,,"No injury, knocked off surfboard",,Afternoon
1636,01-Oct-2004,,Unprovoked,USA,Surfing,,"No injury, shark struck board & spun it around",,Afternoon
1637,25-Sep-2004,,Boat,AUSTRALIA,Spearfishing/ filming,,"No injury to occupants, boat damaged",,Afternoon
1638,20-Sep-2004,,Unprovoked,USA,Surfing,,Leg bitten,,Morning
1639,10-Sep-2004,,Invalid,USA,Surf fishing,,Minor scratch on calf,,Unknown
1640,08-Sep-2004,,Unprovoked,BRAZIL,Swimming,,FATAL,,Unknown
1641,04-Sep-2004,,Unprovoked,USA,Jumping,,Left knee & leg bitten,,Afternoon
1642,29-Aug-2004,,Unprovoked,USA,Walking,,Heel bitten,,Evening
1643,21-Aug-2004,,Unprovoked,BRAZIL,Bathing,,Calf bitten & both hands injured,,Afternoon
1644,20-Aug-2004,,Unprovoked,USA,Surfing,,Foot bitten,,Evening
1645,15-Aug-2004,,Unprovoked,USA,Diving,,FATAL,,Afternoon
1646,06-Aug-2004,,Unprovoked,USA,Swimming,,"Back, buttocks, left hand & left side of face bitten",,Evening
1647,03-Aug-2004,,Unprovoked,AUSTRALIA,Spearfishing,,Minor puncture wounds to leg,,Afternoon
1648,Aug-2004,,Boat,SOUTH AFRICA,Fishing,,No injury to occupants; boat damaged,,Unknown
1649,31-Jul-2004,,Unprovoked,USA,Surfing,,Right foot bitten,,Afternoon
1650,30-Jul-2004,,Unprovoked,RUSSIA,Diving & fishing with net,,Thigh & calf bitten,,Unknown
1651,28-Jul-2004,,Unprovoked,USA,Surfing,,Right calf bitten,,Evening
1652,27-Jul-2004,,Unprovoked,USA,Swimming,,Right forearm & wrist lacerated,,Evening
1653,27-Jul-2004,,Unprovoked,USA,Swimming,,Right foot bitten,,Afternoon
1654,25-Jul-2004,,Unprovoked,USA,Wading / fishing & carrying a bag of fish,,Right forearm nearly severed and bites above & below the right knee,,Evening
1655," 19-Jul-2004 Reported to have happened  ""on the weekend""",,Boat,AUSTRALIA,Fishing,,"No injury to occupants; shark mouthed motor, severed anchor line",,Unknown
1656,15-Jul-2004 ,,Unprovoked,JAPAN,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,,Suffered broken ribs when the shark's tail fin slammed into his chest,,Unknown
1657,10-Jul-2004,,Unprovoked,AUSTRALIA,Surfing,,"FATAL, abdomen, pelvis & leg bitten      ",,Afternoon
1658,02-Jul-2004,,Unprovoked,EGYPT,Snorkeling,,Hand severed,,Unknown
1659,02-Jul-2004,,Unprovoked,USA,Wading,,Right foot lacerated,,Afternoon
1660,26-Jun-2004,,Unprovoked,USA,Surfing,,"No injury, shark struck his board",,Morning
1661,26-Jun-2004,,Invalid,AUSTRALIA,Crayfishing,,"No injury, shark made threat displays & diver fended it off with his speargun",,Unknown
1662,14-Jun-2004,,Unprovoked,USA,In water with diving seabirds,,Foot bitten,,Unknown
1663,10-Jun-2004,,Unprovoked,AUSTRALIA,Body boarding,,Ankle & foot lacerated,,Unknown
1664,10-Jun-2004,,Unprovoked,USA,Swimming,,Right wrist  & left arm lacerated,,Evening
1665,02-Jun-2004,,Unprovoked,SOUTH AFRICA,"Swimming, poaching perlemoen",,"FATAL, leg severed ",,Afternoon
1666,29-May-2004,,Unprovoked,USA,Wading,,Puncture wounds on shin,,Evening
1667,23-May-2004,,Unprovoked,BRAZIL,Swimming,,"Left hand, foot severed &  left calf & arm bitten",,Afternoon
1668,28-May-2004,,Unprovoked,USA,Surfing,,No injury,,Morning
1669,23-May-2004,,Unprovoked,USA,Boogie-boarding / swimming,,Calf & foot lacerated,,Afternoon
1670,22-May-2004,,Invalid,USA,Swimming,,Single puncture wound on the foot,,Unknown
1671,22-May-2004,,Unprovoked,USA,,,Foot bitten,,Unknown
1672,22-May-2004,,Unprovoked,BRAZIL,Wading,,Hips & thighs bitten,,Afternoon
1673,18-May-2004,,Provoked,BAHAMAS,Free diving & spearfishing,,Left forearm bitten PROVOKED INCIDENT,,Afternoon
1674,04-May-2004,,Unprovoked,USA,Tandem surfing,,"No injury, board bitten",,Afternoon
1675,01-May-2004,,Unprovoked,BRAZIL,Swimming,,FATAL,,Unknown
1676,26-Apr-2004,,Unprovoked,AUSTRALIA,Diving,,Puncture wounds on wrist,,Unknown
1677,22-Apr-2004,,Boat,NEW ZEALAND,Fishing,,"No injury to occupants, boat scratched by shark",,Unknown
1678,13-Apr-2004,,Unprovoked, TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",,Unknown
1679,13-Apr-2004,,Invalid, TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,,"He was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing",,Unknown
1680,07-Apr-2004,,Unprovoked,USA,Surfing,,FATAL Severe wound to right thigh & calf,,Morning
1681,05-Apr-2004,,Unprovoked,SOUTH AFRICA,Surfing,,"Left leg lacerated, right leg severed above the knee ",,Afternoon
1682,04-Apr-2004,,Invalid,USA,Surfing,,"Disappeared, surfboard washed ashore, marks on leash suggested shark involvement ",,Unknown
1683,31-Mar-2004,,Unprovoked,USA,,,Right foot bitten,,Unknown
1684,31-Mar-2004,,Unprovoked,USA,Surfing,,15 puncture wounds on foot,,Morning
1685,29-Mar-2004,,Unprovoked,BRAZIL,Body boarding,,"Lower left leg bitten, surgically amputated",,Morning
1686,28-Mar-2004,,Unprovoked,USA,Surfing,,Heel bitten,,Afternoon
1687,27-Mar-2004,,Unprovoked,REUNION,Surfing,,Right thigh bitten,,Unknown
1688,27-Mar-2004,,Unprovoked,USA,Swimming,,Minor lacerations & abrasions on forearm,,Morning
1689,14-Mar-2004,,Unprovoked,USA,Snorkeling,,Lacerations to left foot,,Morning
1690,22-Mar-2004,,Unprovoked,NEW ZEALAND,Spearfishing,,No injury,,Afternoon
1691,16-Mar-2004,,Unprovoked,USA,Surfing,,"No injury, board bitten",,Morning
1692,06-Mar-2004,,Unprovoked,AUSTRALIA,Spearfishing,,Shin & calf bitten,,Unknown
1693,29-Feb-2004,,Unprovoked,BRAZIL,Swimming,,"FATAL, right thigh & hip bitten   ",,Afternoon
1694,26-Feb-2004,,Unprovoked,NEW ZEALAND,Surfing,,Thigh lacerated,,Evening
1695,21-Feb-2004,,Unprovoked,AUSTRALIA,Swimming,,Three toes lacerated,,Unknown
1696,16-Feb-2004,,Invalid,AUSTRALIA,Free diving & spearfishing,,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",,Morning
1697,14-Feb-2004,,Unprovoked,EGYPT,Snorkeling,,FATAL,,Unknown
1698,11-Feb-2004,,Unprovoked,AUSTRALIA,Snorkeling,,Leg bitten,,Unknown
1699,25-Jan-2004,,Unprovoked,AUSTRALIA,Scuba diving,,Left leg bitten,,Morning
1700,23-Jan-2004,,Unprovoked,URUGUAY,Surfing,,Puncture wounds to dorsum of right foot,,Unknown
1701,22-Jan-2004,,Invalid,NEW ZEALAND,Boogie boarding,,"No injury, swim fin damaged",,Unknown
1702,21-Jan-2004,,Unprovoked,VENEZUELA,Swimming,,Lower back & hand bitten,,Afternoon
1703,21-Jan-2004,,Unprovoked,VENEZUELA,Spearfishing,,Right leg bitten,,Morning
1704,Reported 15-Jan-2004 ,,Boat,SOUTH AFRICA,Surf skiing,,"No injury to occupants, stern of ski bitten",,Unknown
1705,12-Jan-2004,,Unprovoked,AUSTRALIA,Diving,,"No injury, swim fin ripped off",,Unknown
1706,07-Jan-2004,,Unprovoked,SOUTH AFRICA,Surfing,,Foot lacerated,,Unknown
1707,03-Jan-2004,,Invalid,NEW ZEALAND,Kayaking (returning from spearfishing),,"No injury, no attack, shark took fish from back of kayak",,Unknown
